"city","hwy","cyl","disp","drive","make","model","trans","year"
29,38,4,1.6,"Front-Wheel Drive","Ford","Fiesta SFE FWD","Automatic",2013
21,31,4,2.4,"Front-Wheel Drive","Buick","Verano","Automatic",2013
18,26,6,3.6,"Rear-Wheel Drive","Chevrolet","Camaro","Automatic",2013
23,30,4,2.5,"Front-Wheel Drive","Scion","tC","Manual",2013
22,30,4,2.5,"Front-Wheel Drive","Scion","tC","Automatic",2013
27,35,4,2,"All-Wheel Drive","Subaru","Impreza AWD","Automatic",2013
19,25,4,2.5,"All-Wheel Drive","Subaru","Impreza AWD","Manual",2013
17,23,4,2.5,"All-Wheel Drive","Subaru","Impreza AWD","Manual",2013
17,27,6,3.6,"Front-Wheel Drive","Buick","LaCrosse","Automatic",2013
18,28,4,2,"Front-Wheel Drive","Buick","Regal","Automatic",2013
20,31,4,2,"Front-Wheel Drive","Buick","Regal","Manual",2013
18,28,4,2,"Front-Wheel Drive","Buick","Regal","Automatic",2013
18,26,6,3.6,"Rear-Wheel Drive","Cadillac","CTS","Automatic",2013
26,37,4,1.4,"Front-Wheel Drive","Chevrolet","Cruze Eco","Automatic",2013
26,37,4,1.4,"Front-Wheel Drive","Chevrolet","Cruze","Manual",2013
28,40,4,1.4,"Front-Wheel Drive","Chevrolet","Cruze Eco","Manual",2013
26,36,4,1.4,"Front-Wheel Drive","Chevrolet","Cruze","Automatic",2013
25,35,4,1.8,"Front-Wheel Drive","Chevrolet","Cruze","Manual",2013
22,34,4,1.8,"Front-Wheel Drive","Chevrolet","Cruze","Automatic",2013
18,26,6,3.6,"Rear-Wheel Drive","Cadillac","CTS Wagon","Automatic",2013
27,35,4,2,"All-Wheel Drive","Subaru","Impreza Wagon AWD","Automatic",2013
19,25,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon AWD","Manual",2013
17,23,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon AWD","Manual",2013
14,21,8,4.8,"All-Wheel Drive","Porsche","Cayenne Turbo","Automatic",2013
20,26,4,2.7,"Front-Wheel Drive","Toyota","Venza","Automatic",2013
19,26,6,3.5,"Front-Wheel Drive","Toyota","Venza","Automatic",2013
20,26,4,2.7,"All-Wheel Drive","Toyota","Venza AWD","Automatic",2013
18,25,6,3.5,"All-Wheel Drive","Toyota","Venza AWD","Automatic",2013
17,24,6,3.6,"Front-Wheel Drive","Cadillac","SRX 2WD","Automatic",2013
16,23,6,3.6,"All-Wheel Drive","Cadillac","SRX AWD","Automatic",2013
88,90,NA,NA,"Rear-Wheel Drive","Tesla","Model S","Automatic",2012
22,31,4,2,"All-Wheel Drive","Audi","TT Roadster quattro","Automatic",2013
22,32,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","SLK250","Manual",2013
22,32,4,2,"All-Wheel Drive","Audi","A5 quattro","Manual",2013
18,28,6,3,"All-Wheel Drive","Audi","S5","Automatic",2013
18,26,6,3,"All-Wheel Drive","Audi","S5 Cabriolet","Automatic",2013
17,26,6,3,"All-Wheel Drive","Audi","S5","Manual",2013
16,23,8,4.2,"All-Wheel Drive","Audi","RS 5","Automatic",2013
22,31,4,2,"All-Wheel Drive","Audi","TT Coupe quattro","Automatic",2013
18,25,5,2.5,"All-Wheel Drive","Audi","TT RS Coupe","Manual",2013
31,37,4,1.2,"Front-Wheel Drive","Chevrolet","Spark","Manual",2013
14,22,8,5,"Rear-Wheel Drive","Roush Performance","Stage 3 Mustang","Manual",2013
16,23,8,5,"Rear-Wheel Drive","Roush Performance","Stage 3 Mustang","Automatic",2013
22,30,4,2,"Front-Wheel Drive","Volkswagen","Eos","Automatic",2013
19,27,5,2.5,"Front-Wheel Drive","Volvo","C70 FWD","Automatic",2013
22,32,4,2,"All-Wheel Drive","Audi","A4 quattro","Manual",2013
18,28,6,3,"All-Wheel Drive","Audi","S4","Automatic",2013
17,26,6,3,"All-Wheel Drive","Audi","S4","Manual",2013
28,38,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic","Manual",2013
27,36,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic","Automatic",2013
28,37,4,1.6,"Front-Wheel Drive","Hyundai","Veloster","Automatic",2013
27,37,4,1.6,"Front-Wheel Drive","Hyundai","Veloster","Manual",2013
24,31,4,1.6,"Front-Wheel Drive","Hyundai","Veloster","Automatic",2013
24,35,4,1.6,"Front-Wheel Drive","Hyundai","Veloster","Manual",2013
25,34,4,2,"Front-Wheel Drive","Kia","Forte Koup","Automatic",2013
24,32,4,2,"Front-Wheel Drive","Kia","Forte Koup","Manual",2013
23,30,4,2.4,"Front-Wheel Drive","Kia","Forte Koup","Automatic",2013
22,31,4,2.4,"Front-Wheel Drive","Kia","Forte Koup","Manual",2013
24,33,4,2,"All-Wheel Drive","Subaru","Impreza AWD","Manual",2013
24,33,4,2,"Front-Wheel Drive","Volkswagen","GTI","Automatic",2013
19,27,4,2,"All-Wheel Drive","Volkswagen","Golf R","Manual",2013
18,25,6,3,"All-Wheel Drive","Volvo","S60 AWD","Automatic",2013
21,30,5,2.5,"Front-Wheel Drive","Volvo","C30 FWD","Automatic",2013
21,29,5,2.5,"Front-Wheel Drive","Volvo","C30 FWD","Manual",2013
21,30,5,2.5,"Front-Wheel Drive","Volvo","S60 FWD","Automatic",2013
20,29,5,2.5,"All-Wheel Drive","Volvo","S60 AWD","Automatic",2013
20,30,6,3,"Rear-Wheel Drive","BMW","640i Gran Coupe","Automatic",2013
18,26,6,3.6,"All-Wheel Drive","Cadillac","CTS AWD","Automatic",2013
16,26,6,3,"Rear-Wheel Drive","Cadillac","CTS","Manual",2013
18,27,6,3,"Rear-Wheel Drive","Cadillac","CTS","Automatic",2013
18,26,6,3,"All-Wheel Drive","Cadillac","CTS AWD","Automatic",2013
28,38,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5","Manual",2013
27,36,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5","Automatic",2013
24,33,4,2,"Front-Wheel Drive","Dodge","Dart","Automatic",2013
27,37,4,1.8,"Front-Wheel Drive","Hyundai","Elantra GT","Automatic",2013
26,37,4,1.8,"Front-Wheel Drive","Hyundai","Elantra GT","Manual",2013
22,33,4,2,"Front-Wheel Drive","Kia","Optima","Automatic",2013
24,34,4,2.4,"Front-Wheel Drive","Kia","Optima","Automatic",2013
24,34,4,2.4,"Front-Wheel Drive","Kia","Optima","Manual",2013
25,35,4,2,"Front-Wheel Drive","Kia","Forte","Automatic",2013
25,34,4,2,"Front-Wheel Drive","Kia","Forte","Manual",2013
27,35,4,2,"Front-Wheel Drive","Kia","Forte Eco","Automatic",2013
23,31,4,2.4,"Front-Wheel Drive","Kia","Forte","Automatic",2013
22,31,4,2.4,"Front-Wheel Drive","Kia","Forte","Manual",2013
27,38,4,2.5,"Front-Wheel Drive","Nissan","Altima","Automatic",2013
22,30,6,3.5,"Front-Wheel Drive","Nissan","Altima","Automatic",2013
24,32,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Automatic",2013
22,33,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Manual",2013
30,40,4,2,"Front-Wheel Drive","Volkswagen","Passat","Automatic",2013
20,28,6,3.6,"Front-Wheel Drive","Volkswagen","Passat","Automatic",2013
18,25,6,3,"All-Wheel Drive","Volvo","S80 AWD","Automatic",2013
17,26,6,3.6,"All-Wheel Drive","Cadillac","XTS AWD","Automatic",2013
21,30,4,2,"Front-Wheel Drive","Audi","A3","Manual",2013
21,28,4,2,"Front-Wheel Drive","Audi","A3","Automatic",2013
18,26,6,3.6,"All-Wheel Drive","Cadillac","CTS Wagon AWD","Automatic",2013
18,26,6,3,"Rear-Wheel Drive","Cadillac","CTS Wagon","Automatic",2013
18,26,6,3,"All-Wheel Drive","Cadillac","CTS Wagon AWD","Automatic",2013
24,33,4,2,"All-Wheel Drive","Subaru","Impreza Wagon AWD","Manual",2013
20,23,8,6,"Rear-Wheel Drive","Chevrolet","Silverado 15 Hybrid 2WD","Automatic",2013
20,23,8,6,"Rear-Wheel Drive","GMC","Sierra 15 Hybrid 2WD","Automatic",2013
20,23,8,6,"4-Wheel Drive","Chevrolet","Silverado 15 Hybrid 4WD","Automatic",2013
20,23,8,6,"4-Wheel Drive","GMC","Sierra 15 Hybrid 4WD","Automatic",2013
18,26,4,2,"Front-Wheel Drive","Volkswagen","Tiguan","Manual",2013
21,26,4,2,"Front-Wheel Drive","Volkswagen","Tiguan","Automatic",2013
20,29,6,3,"All-Wheel Drive","Volkswagen","Touareg","Automatic",2013
20,26,4,2,"All-Wheel Drive","Volkswagen","Tiguan 4motion","Automatic",2013
20,28,6,3.5,"Front-Wheel Drive","Acura","RDX 2WD","Automatic",2013
19,27,6,3.5,"All-Wheel Drive","Acura","RDX 4WD","Automatic",2013
20,28,4,2.4,"All-Wheel Drive","Chevrolet","Equinox AWD","Automatic",2013
20,28,4,2.4,"All-Wheel Drive","Chevrolet","Equinox AWD","Automatic",2013
20,28,4,2.4,"All-Wheel Drive","GMC","Terrain AWD","Automatic",2013
20,28,4,2.4,"All-Wheel Drive","GMC","Terrain AWD","Automatic",2013
23,29,4,2,"All-Wheel Drive","Subaru","XV Crosstrek AWD","Manual",2013
25,32,4,2,"All-Wheel Drive","Subaru","XV Crosstrek AWD","Automatic",2013
17,23,6,3,"All-Wheel Drive","Volvo","XC70 AWD","Automatic",2013
17,23,6,3,"All-Wheel Drive","Volvo","XC60 AWD","Automatic",2013
20,23,8,6,"Rear-Wheel Drive","Cadillac","Escalade Hybrid 2WD","Automatic",2013
20,23,8,6,"Rear-Wheel Drive","Chevrolet","Tahoe Hybrid 2WD","Automatic",2013
20,23,8,6,"Rear-Wheel Drive","GMC","Yukon 1500 Hybrid 2WD","Automatic",2013
17,23,6,3.6,"Rear-Wheel Drive","Jeep","Grand Cherokee 2WD","Automatic",2013
16,21,6,3,"All-Wheel Drive","Audi","Q7","Automatic",2013
20,23,8,6,"4-Wheel Drive","Cadillac","Escalade Hybrid 4WD","Automatic",2013
20,23,8,6,"4-Wheel Drive","Chevrolet","Tahoe Hybrid 4WD","Automatic",2013
20,23,8,6,"4-Wheel Drive","GMC","Yukon 1500 Hybrid 4WD","Automatic",2013
20,23,8,6,"4-Wheel Drive","GMC","Yukon Denali 1500 Hybrid 4WD","Automatic",2013
16,23,6,3.6,"4-Wheel Drive","Jeep","Grand Cherokee 4WD","Automatic",2013
12,17,8,5,"4-Wheel Drive","Land Rover","Range Rover Sport","Automatic",2013
35,40,4,1.4,"Front-Wheel Drive","Chevrolet","Volt","Automatic",2013
8,15,16,8,"All-Wheel Drive","Bugatti","Veyron","Automatic",2013
13,20,10,5.2,"All-Wheel Drive","Lamborghini","Gallardo Coupe","Automatic",2013
13,20,10,5.2,"All-Wheel Drive","Lamborghini","Gallardo Spyder","Automatic",2013
12,20,10,5.2,"All-Wheel Drive","Lamborghini","Gallardo Coupe","Manual",2013
12,20,10,5.2,"All-Wheel Drive","Lamborghini","Gallardo Spyder","Manual",2013
22,27,4,2,"Rear-Wheel Drive","Mazda","MX-5","Manual",2013
21,27,4,2,"Rear-Wheel Drive","Mazda","MX-5","Manual",2013
21,27,4,2,"Rear-Wheel Drive","Mazda","MX-5","Automatic",2013
16,25,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","SL63 AMG","Automatic",2013
19,28,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","SLK55 AMG","Automatic",2013
19,26,6,3.7,"Rear-Wheel Drive","Nissan","370Z","Automatic",2013
18,25,6,3.7,"Rear-Wheel Drive","Nissan","370Z","Manual",2013
18,25,6,3.7,"Rear-Wheel Drive","Nissan","370Z Roadster","Automatic",2013
18,24,6,3.7,"Rear-Wheel Drive","Nissan","370Z Roadster","Manual",2013
15,22,8,5,"Rear-Wheel Drive","Jaguar","XK Convertible","Automatic",2013
16,22,8,5,"Rear-Wheel Drive","Jaguar","XK Convertible","Automatic",2013
16,24,8,5,"Rear-Wheel Drive","Jaguar","XK","Automatic",2013
15,22,8,5,"Rear-Wheel Drive","Jaguar","XK","Automatic",2013
24,31,4,2,"Front-Wheel Drive","Audi","A5 Cabriolet","Automatic",2013
20,30,4,2,"All-Wheel Drive","Audi","A5 quattro","Automatic",2013
20,30,4,2,"All-Wheel Drive","Audi","A5 Cabriolet quattro","Automatic",2013
28,36,4,1.2,"Front-Wheel Drive","Chevrolet","Spark","Automatic",2013
19,29,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic Coupe","Automatic",2013
19,29,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Coupe","Automatic",2013
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic Coupe","Automatic",2013
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Coupe","Automatic",2013
19,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Convertible","Automatic",2013
17,27,8,4.7,"Rear-Wheel Drive","Mercedes-Benz","E550 Coupe","Automatic",2013
16,25,8,4.7,"Rear-Wheel Drive","Mercedes-Benz","E550 Convertible","Automatic",2013
27,39,4,2,"Front-Wheel Drive","Volkswagen","Beetle","Manual",2013
27,39,4,2,"Front-Wheel Drive","Volkswagen","Beetle Convertible","Manual",2013
24,31,4,2,"Front-Wheel Drive","Audi","A4","Automatic",2013
20,30,4,2,"All-Wheel Drive","Audi","A4 quattro","Automatic",2013
20,31,4,2,"Front-Wheel Drive","Buick","Verano","Manual",2013
22,32,4,2.5,"Rear-Wheel Drive","Cadillac","ATS","Automatic",2013
26,34,4,1.8,"Front-Wheel Drive","Chevrolet","Sonic","Manual",2013
24,34,4,1.8,"Front-Wheel Drive","Chevrolet","Sonic","Automatic",2013
15,24,8,4.7,"4-Wheel Drive","Mercedes-Benz","CL550 4matic","Automatic",2013
15,22,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","CL63 AMG","Automatic",2013
17,25,8,4.7,"Rear-Wheel Drive","Mercedes-Benz","CLS550","Automatic",2013
16,25,8,4.7,"4-Wheel Drive","Mercedes-Benz","CLS550 4matic","Automatic",2013
16,25,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","CLS63 AMG","Automatic",2013
29,37,4,2,"Front-Wheel Drive","Volkswagen","Golf","Automatic",2013
29,39,4,2,"Front-Wheel Drive","Volkswagen","Golf","Manual",2013
25,33,4,2,"Front-Wheel Drive","Audi","A6","Automatic",2013
20,30,4,2,"All-Wheel Drive","Audi","A6 quattro","Automatic",2013
18,28,6,3,"All-Wheel Drive","Audi","A7 quattro","Automatic",2013
18,27,6,3,"All-Wheel Drive","Audi","A6 quattro","Automatic",2013
19,27,4,2,"Front-Wheel Drive","Buick","Regal","Manual",2013
17,25,6,3.6,"All-Wheel Drive","Buick","LaCrosse AWD","Automatic",2013
19,30,4,2.4,"Front-Wheel Drive","Buick","Regal","Automatic",2013
19,30,4,2.4,"Front-Wheel Drive","Buick","Regal","Automatic",2013
26,34,4,1.8,"Front-Wheel Drive","Chevrolet","Sonic 5","Manual",2013
24,34,4,1.8,"Front-Wheel Drive","Chevrolet","Sonic 5","Automatic",2013
21,30,6,3.5,"Front-Wheel Drive","Lexus","ES 350","Automatic",2013
40,39,4,2.5,"Front-Wheel Drive","Lexus","ES 300h","Automatic",2013
19,28,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic","Automatic",2013
19,29,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350","Automatic",2013
16,26,8,4.7,"4-Wheel Drive","Mercedes-Benz","E550 4matic","Automatic",2013
16,24,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","E63 AMG","Automatic",2013
29,37,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Automatic",2013
29,39,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Manual",2013
22,32,5,2.5,"Front-Wheel Drive","Volkswagen","Passat","Manual",2013
22,31,5,2.5,"Front-Wheel Drive","Volkswagen","Passat","Automatic",2013
23,29,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Automatic",2013
24,34,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Manual",2013
19,28,6,3.2,"Front-Wheel Drive","Volvo","S80 FWD","Automatic",2013
18,28,6,3.6,"Front-Wheel Drive","Chevrolet","Impala","Automatic",2013
18,29,6,3.6,"Front-Wheel Drive","Chevrolet","Impala","Automatic",2013
15,25,8,4.7,"Rear-Wheel Drive","Mercedes-Benz","S550","Automatic",2013
15,23,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","S63 AMG","Automatic",2013
15,24,8,4.7,"4-Wheel Drive","Mercedes-Benz","S550 4matic","Automatic",2013
15,23,8,4.8,"All-Wheel Drive","Porsche","Panamera Turbo","Automatic",2013
15,23,8,4.8,"All-Wheel Drive","Porsche","Panamera Turbo S","Automatic",2013
21,28,4,2,"All-Wheel Drive","Audi","A3 quattro","Automatic",2013
29,37,4,2,"Front-Wheel Drive","Audi","A3","Automatic",2013
29,37,4,2,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Automatic",2013
29,39,4,2,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Manual",2013
15,23,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","E63 AMG (wagon)","Automatic",2013
16,23,6,3.6,"All-Wheel Drive","Porsche","Cayenne","Automatic",2013
15,22,6,3.6,"All-Wheel Drive","Porsche","Cayenne","Manual",2013
20,24,6,3,"All-Wheel Drive","Volkswagen","Touareg Hybrid","Automatic",2013
16,23,6,3.6,"All-Wheel Drive","Volkswagen","Touareg","Automatic",2013
17,24,6,3.6,"Front-Wheel Drive","Chevrolet","Equinox FWD","Automatic",2013
22,31,4,2.4,"Front-Wheel Drive","Chevrolet","Equinox FWD","Automatic",2013
17,24,6,3.6,"Front-Wheel Drive","Chevrolet","Equinox FWD","Automatic",2013
22,31,4,2.4,"Front-Wheel Drive","Chevrolet","Equinox FWD","Automatic",2013
20,28,4,2.4,"Front-Wheel Drive","Chevrolet","Captiva FWD","Automatic",2013
17,24,6,3,"Front-Wheel Drive","Chevrolet","Captiva FWD","Automatic",2013
22,31,4,2.4,"Front-Wheel Drive","GMC","Terrain FWD","Automatic",2013
17,24,6,3.6,"Front-Wheel Drive","GMC","Terrain FWD","Automatic",2013
22,31,4,2.4,"Front-Wheel Drive","GMC","Terrain FWD","Automatic",2013
16,22,6,3,"All-Wheel Drive","Chevrolet","Captiva AWD","Automatic",2013
16,21,6,3.6,"All-Wheel Drive","Subaru","Tribeca AWD","Automatic",2013
18,24,6,3.2,"All-Wheel Drive","Volvo","XC70 AWD","Automatic",2013
18,24,6,3.2,"All-Wheel Drive","Volvo","XC60 AWD","Automatic",2013
14,20,8,5.7,"Rear-Wheel Drive","Dodge","Durango 2WD","Automatic",2013
16,23,6,3.6,"Rear-Wheel Drive","Dodge","Durango 2WD","Automatic",2013
14,20,8,5.7,"Rear-Wheel Drive","Jeep","Grand Cherokee 2WD","Automatic",2013
16,23,6,3.6,"4-Wheel Drive","Dodge","Durango 4WD","Automatic",2013
13,20,8,5.7,"4-Wheel Drive","Dodge","Durango 4WD","Automatic",2013
13,20,8,5.7,"4-Wheel Drive","Jeep","Grand Cherokee 4WD","Automatic",2013
12,18,8,6.4,"4-Wheel Drive","Jeep","Grand Cherokee SRT8","Automatic",2013
13,18,8,5,"4-Wheel Drive","Land Rover","Range Rover Sport","Automatic",2013
15,20,8,4.6,"4-Wheel Drive","Lexus","GX 460","Automatic",2013
18,23,6,3.5,"4-Wheel Drive","Mercedes-Benz","ML350 4matic","Automatic",2013
23,32,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","SLK250","Automatic",2013
21,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","SLK350","Automatic",2013
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG Coupe","Automatic",2013
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG Roadster","Automatic",2013
13,21,8,4.7,"Rear-Wheel Drive","Maserati","GranTurismo","Automatic",2013
13,20,8,4.7,"Rear-Wheel Drive","Maserati","GranTurismo Convertible","Automatic",2013
21,31,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","C250 Coupe","Automatic",2013
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","C63 AMG Coupe","Automatic",2013
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","C63 AMG Black Series Coupe","Automatic",2013
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","C350 4matic Coupe","Automatic",2013
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C350 Coupe","Automatic",2013
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Coupe","Automatic",2013
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic Coupe","Automatic",2013
19,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Convertible","Automatic",2013
21,30,4,2,"Front-Wheel Drive","Volkswagen","Beetle Convertible","Manual",2013
29,34,4,1.5,"Front-Wheel Drive","Mazda","2","Manual",2013
19,28,6,3.5,"4-Wheel Drive","Mercedes-Benz","C300 4matic","Automatic",2013
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C350","Automatic",2013
22,31,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","C250","Automatic",2013
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C350","Automatic",2013
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","C63 AMG","Automatic",2013
12,18,12,5.5,"Rear-Wheel Drive","Mercedes-Benz","CL600","Automatic",2013
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom Drophead Coupe","Automatic",2013
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom Coupe","Automatic",2013
21,30,4,2,"Front-Wheel Drive","Volkswagen","Beetle","Manual",2013
28,40,4,2,"Front-Wheel Drive","Volkswagen","Beetle","Automatic",2013
20,29,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350","Automatic",2013
19,28,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic","Automatic",2013
22,31,4,2,"Front-Wheel Drive","Ford","Taurus FWD","Automatic",2013
18,28,6,3.8,"Rear-Wheel Drive","Hyundai","Genesis","Automatic",2013
16,25,8,5,"Rear-Wheel Drive","Hyundai","Genesis R-Spec","Automatic",2013
12,19,8,4.7,"Rear-Wheel Drive","Maserati","Quattroporte","Automatic",2013
19,25,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","S400 Hybrid","Automatic",2013
12,19,12,5.5,"Rear-Wheel Drive","Mercedes-Benz","S600","Automatic",2013
12,19,12,6,"Rear-Wheel Drive","Mercedes-Benz","S65 AMG","Automatic",2013
22,30,6,3,"Rear-Wheel Drive","Porsche","Panamera S Hybrid","Automatic",2013
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom","Automatic",2013
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom EWB","Automatic",2013
26,31,4,1.6,"Front-Wheel Drive","Kia","Soul Eco","Automatic",2013
25,30,4,1.6,"Front-Wheel Drive","Kia","Soul","Automatic",2013
25,30,4,1.6,"Front-Wheel Drive","Kia","Soul","Manual",2013
24,29,4,2,"Front-Wheel Drive","Kia","Soul Eco","Automatic",2013
23,28,4,2,"Front-Wheel Drive","Kia","Soul","Automatic",2013
24,29,4,2,"Front-Wheel Drive","Kia","Soul","Manual",2013
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic (wagon)","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Chrysler","Town and Country","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Dodge","Grand Caravan","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Dodge","Grand Caravan","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Ram","C/V","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Volkswagen","Routan","Automatic",2013
20,24,6,3,"All-Wheel Drive","Porsche","Cayenne S Hybrid","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Dodge","Journey FWD","Automatic",2013
19,26,4,2.4,"Front-Wheel Drive","Dodge","Journey FWD","Automatic",2013
21,29,4,2.4,"Front-Wheel Drive","Hyundai","Santa Fe Sport 2WD","Automatic",2013
20,27,4,2,"Front-Wheel Drive","Hyundai","Santa Fe Sport 2WD","Automatic",2013
17,24,6,3.7,"Rear-Wheel Drive","Infiniti","FX37 RWD","Automatic",2013
23,28,4,2.4,"Front-Wheel Drive","Jeep","Patriot 2WD","Manual",2013
23,28,4,2.4,"Front-Wheel Drive","Jeep","Compass 2WD","Manual",2013
21,27,4,2.4,"Front-Wheel Drive","Jeep","Patriot 2WD","Automatic",2013
21,27,4,2.4,"Front-Wheel Drive","Jeep","Compass 2WD","Automatic",2013
22,27,4,2,"Front-Wheel Drive","Jeep","Compass 2WD","Automatic",2013
22,27,4,2,"Front-Wheel Drive","Jeep","Patriot 2WD","Automatic",2013
23,30,4,2,"Front-Wheel Drive","Jeep","Compass 2WD","Manual",2013
23,30,4,2,"Front-Wheel Drive","Jeep","Patriot 2WD","Manual",2013
19,25,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","GLK350","Automatic",2013
19,25,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","GLK350","Automatic",2013
23,28,4,2.5,"Front-Wheel Drive","Nissan","Rogue FWD","Automatic",2013
19,25,6,3.2,"Front-Wheel Drive","Volvo","XC60 FWD","Automatic",2013
19,25,6,3.2,"Front-Wheel Drive","Volvo","XC70 FWD","Automatic",2013
16,24,6,3.6,"All-Wheel Drive","Dodge","Journey AWD","Automatic",2013
20,26,4,2.4,"4-Wheel Drive","Hyundai","Santa Fe Sport 4WD","Automatic",2013
19,24,4,2,"4-Wheel Drive","Hyundai","Santa Fe Sport 4WD","Automatic",2013
14,20,8,5,"All-Wheel Drive","Infiniti","FX50 AWD","Automatic",2013
16,22,6,3.7,"All-Wheel Drive","Infiniti","FX37 AWD","Automatic",2013
22,27,4,2.4,"4-Wheel Drive","Jeep","Patriot 4WD","Manual",2013
22,27,4,2.4,"4-Wheel Drive","Jeep","Compass 4WD","Manual",2013
20,23,4,2.4,"4-Wheel Drive","Jeep","Patriot 4WD","Automatic",2013
20,23,4,2.4,"4-Wheel Drive","Jeep","Compass 4WD","Automatic",2013
21,26,4,2.4,"4-Wheel Drive","Jeep","Compass 4WD","Automatic",2013
21,26,4,2.4,"4-Wheel Drive","Jeep","Patriot 4WD","Automatic",2013
19,24,6,3.5,"4-Wheel Drive","Mercedes-Benz","GLK350 4matic","Automatic",2013
19,24,6,3.5,"4-Wheel Drive","Mercedes-Benz","GLK350 4matic","Automatic",2013
22,26,4,2.5,"All-Wheel Drive","Nissan","Rogue AWD","Automatic",2013
18,23,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","ML350","Automatic",2013
